ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
2602207YUFBRT0,Hoàn thành,225274726240567,2026-02-20 15:18:50,2026-02-26 10:00:59,2026-02-20 15:16:01,Bibo Mart Chính Hãng,1159859622,Shopee Mall(Non-CB),25331102741,Nước Giặt Quần Áo Em Bé Dnee Lovely Sky Thơm Nhẹ Dịu An Toàn Cho Làn Da Trẻ Em 2.8L/3L - Bibomart,240872312871,Normal Product,,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,Giặt xả quần áo trẻ em,259000,1,XTRA Comm,,238280,,4.50%,10722.6,1.00%,2382.8,13105.4,10722.6,2382.8,13105.4,,0,0.00%,0,100.00%,13105.4,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Facebook
2602207YS50SKG,Đã hủy,225274649298954,2026-02-20 15:17:49,--,2026-02-19 08:40:08,Nipcare Việt Nam,1087561257,Shopee Mall(Non-CB),29700524254,"Xịt hăm Nipcare Novocare 80ml - vệ sinh khi thay tã bỉm, giảm triệu chứng kích ứng mẩn đỏ do hăm bỉm",245865562334,Normal Product,425954485285122_0_0,Mẹ & Bé,Chăm sóc sức khỏe bé,Chăm sóc da cho bé,139000,0,XTRA Comm,,0,128310,4.50%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
2602207YS50SKG,Đã hủy,225274649298954,2026-02-20 15:17:49,--,2026-02-19 08:40:08,Nipcare Việt Nam,1087561257,Shopee Mall(Non-CB),26485848716,[QUÀ TẶNG] Túi tăm bông Novocare Nipcare 100 cái,188497038775,Normal Product,425954485285122_0_0,Sức Khỏe,Chăm sóc cá nhân,Chăm sóc tai,0,0,XTRA Comm,,0,,4.50%,0,1.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
2602207Y7K9633,Hoàn thành,225274059276050,2026-02-20 15:07:39,2026-02-28 12:07:56,2026-02-20 15:07:15,Chubby Kids Fashion,1493370212,Preferred(Non-CB),24342745105,"Bodysuit Cho Bé Trai Vải Cotton/Tăm Mềm Mát, Màu Kẻ Sọc/Trắng Thêu Gấu Siêu Dễ Thương",233950853291,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,62400,1,XTRA Comm,,62400,,0.00%,0,10.00%,6240,6240,0,6240,6240,,0,0.00%,0,100.00%,6240,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Facebook
2602207Y23QXWW,Đã hủy,225273875204478,2026-02-20 15:04:36,--,2026-02-20 09:53:51,Diamond Shop Decor,305464443,Preferred(Non-CB),8010230216,"⚡️Thảm bali trải sàn- thảm lì với công nghệ in 5D cao cấp,có hạt nhựa chống trượt tuyệt đối⚡️",177998088081,Normal Product,,Nhà cửa & Đời sống,Trang trí nhà cửa,Thảm trải sàn,344000,0,XTRA Comm,,0,292400,4.50%,0,1.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602207XV33HWY,Hoàn thành,225273673201080,2026-02-20 15:01:14,2026-02-28 11:29:07,2026-02-19 20:17:21,Kính Vạn Hoa,39138954,Preferred(Non-CB),42900125288,"Bộ Vòng Nhảy Thể Dục Cho Trẻ Mầm Non Giúp Trẻ Phát Triển Vận Động, Vòng Tròn Nhựa Nhảy Lò Cò Cho Bé Dễ Chơi Dễ Vận Động",270008625295,Normal Product,,Mẹ & Bé,Đồ chơi,Đồ chơi vận động & Ngoài trời,12000,1,XTRA Comm,,12000,,4.50%,540,2.00%,240,780,3015,1340,4355,,0,0.00%,0,100.00%,4355,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602207XV33HWY,Hoàn thành,225273673201080,2026-02-20 15:01:14,2026-02-28 11:29:07,2026-02-19 20:17:21,Kính Vạn Hoa,39138954,Preferred(Non-CB),42900125288,"Bộ Vòng Nhảy Thể Dục Cho Trẻ Mầm Non Giúp Trẻ Phát Triển Vận Động, Vòng Tròn Nhựa Nhảy Lò Cò Cho Bé Dễ Chơi Dễ Vận Động",270008625296,Normal Product,,Mẹ & Bé,Đồ chơi,Đồ chơi vận động & Ngoài trời,55000,1,XTRA Comm,,55000,,4.50%,2475,2.00%,1100,3575,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602207XRV5JBH,Đã hủy,225273565278383,2026-02-20 14:59:25,--,2026-02-20 14:59:04,Mê Muội - Tủ đồ cho mẹ và bé,58070584,C2C(Non-CB),51505388873,Váy xếp li và áo polo dệt kim,435491742899,Normal Product,,Thời Trang Nữ,Áo,Áo polo,416000,0,Shopee Comm,,0,416000,10.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy vì giao hàng không thành công.,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207XRNFY7K,Đã hủy,225273558276474,2026-02-20 14:59:18,--,2026-02-20 09:48:27,Bông Sen Vàng Official Store,796123153,Shopee Mall(Non-CB),24284062935,"Thùng Giấy ăn cao cấp Bông Sen Vàng 4 lớp mềm mịn, an toàn, tiện lợi.",256278988919,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,"Khăn giấy, giấy ướt",145000,0,XTRA Comm,,0,130000,4.50%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy vì giao hàng không thành công.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207XM98PA2,Hoàn thành,225273411234265,2026-02-20 14:56:51,2026-03-02 18:04:07,2026-02-20 14:03:12,Trân Trọng Cảm Xúc Bé（CLF）,866911535,C2C(CB),25786243571,"100% cotton, áo liền quần dài tay cho trẻ sơ sinh, đồ ngủ/đồ mặc cho bé mùa xuân-thu, mềm mại thoải mái, chất liệu thân thiện mô",29520775861,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,192857,1,Shopee Comm,,168630,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602207XM98PA2,Hoàn thành,225273411234265,2026-02-20 14:56:51,2026-03-02 18:04:07,2026-02-20 14:03:12,Trân Trọng Cảm Xúc Bé（CLF）,866911535,C2C(CB),25786243571,"100% cotton, áo liền quần dài tay cho trẻ sơ sinh, đồ ngủ/đồ mặc cho bé mùa xuân-thu, mềm mại thoải mái, chất liệu thân thiện mô",251629170956,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,192857,1,Shopee Comm,,168630,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602207XM98PA2,Hoàn thành,225273411234265,2026-02-20 14:56:51,2026-03-02 18:04:07,2026-02-20 14:03:12,Trân Trọng Cảm Xúc Bé（CLF）,866911535,C2C(CB),24732838818,Áo liền quần hở đáy quần cho bé Quần áo sơ sinh Bộ đồ ngủ cho bé Bộ áo liền quần ngắn tay Quần áo trẻ em 100% Cotton,256105267379,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,127499,1,Shopee Comm,,111483,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602207XM98PA2,Hoàn thành,225273411234265,2026-02-20 14:56:51,2026-03-02 18:04:07,2026-02-20 14:03:12,Trân Trọng Cảm Xúc Bé（CLF）,866911535,C2C(CB),25786243571,"100% cotton, áo liền quần dài tay cho trẻ sơ sinh, đồ ngủ/đồ mặc cho bé mùa xuân-thu, mềm mại thoải mái, chất liệu thân thiện mô",29520775856,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,192857,1,Shopee Comm,,168630,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602207XJC8YEB,Hoàn thành,225273347285687,2026-02-20 14:55:48,2026-02-23 20:44:58,2026-02-19 09:53:07,Đậu Đậu – Thời trang bé trai,718375706,C2C(Non-CB),43100708355,"Bộ Bé Gái Hình Stysu Xúc Xắc,set áo Thun Dỏ Trẻ Em | Đậu Đậu",188516612318,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Com lê & đồ bộ,79000,1,Shopee Comm,,79000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207XJC8YEB,Hoàn thành,225273347285687,2026-02-20 14:55:48,2026-02-23 20:44:58,2026-02-19 09:53:07,Đậu Đậu – Thời trang bé trai,718375706,C2C(Non-CB),43100708355,"Bộ Bé Gái Hình Stysu Xúc Xắc,set áo Thun Dỏ Trẻ Em | Đậu Đậu",188516612321,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Com lê & đồ bộ,79000,1,Shopee Comm,,79000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207X8JGRAS,Đã hủy,225273018285277,2026-02-20 14:50:18,--,2026-02-20 14:34:11,TuThuy Store,1415931865,C2C(Non-CB),28477227637,"Áo Ba Lỗ Trơn Viền Bản To, Áo Thun Nữ Ôm Body Chất Tăm Lạnh T10",128226743180,Normal Product,,Thời Trang Nữ,Áo,Áo hai dây và ba lỗ,59000,0,XTRA Comm,,0,59000,4.50%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYGiayBetXinh0801,,,,Others
2602207X57P4UN,Đã hủy,225272906263319,2026-02-20 14:48:26,--,2026-02-20 14:15:09,Mỹ Phẩm DatGon,1472105869,Preferred(Non-CB),48601740644,"[HOẢ TỐC] Bút Kẻ Mắt Colorkey 0.01mm – Siêu Mảnh, Lâu Trôi, Chống Nước, Không Lem",320158711771,Normal Product,,Sắc Đẹp,Trang điểm,Trang điểm mắt,105000,0,XTRA Comm,,0,84000,4.50%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy bởi người bán.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Others
2602207WY27JR1,Hoàn thành,225272699210223,2026-02-20 14:44:59,2026-02-24 16:13:29,2026-02-20 14:24:07,Lông mi giả MENGLU,1471552515,Preferred(Non-CB),26279386699,Mi Dưới Lông Mi Giả Sẵn keo kết cấu tự nhiên tự dính chắc dễ dàng sử dụng,223930590364,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,25500,1,Shopee Comm,,25500,,4.50%,1147.5,0.00%,0,1147.5,4792.5,0,4792.5,,0,0.00%,0,100.00%,4792.5,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Others
2602207WY27JR1,Hoàn thành,225272699210223,2026-02-20 14:44:59,2026-02-24 16:13:29,2026-02-20 14:24:07,Lông mi giả MENGLU,1471552515,Preferred(Non-CB),42659316905,MengLu Lông Mi Giả Cụm Phong Cách Mèo Tự Nhiên 10 Hàng Tự Nối,265780754564,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,38000,1,Shopee Comm,,38000,,4.50%,1710,0.00%,0,1710,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Others
2602207WY27JR1,Hoàn thành,225272699210223,2026-02-20 14:44:59,2026-02-24 16:13:29,2026-02-20 14:24:07,Lông mi giả MENGLU,1471552515,Preferred(Non-CB),42659316905,MengLu Lông Mi Giả Cụm Phong Cách Mèo Tự Nhiên 10 Hàng Tự Nối,265780754568,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,43000,1,Shopee Comm,,43000,,4.50%,1935,0.00%,0,1935,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Others
2602207WEG1VW8,Hoàn thành,225272143283327,2026-02-20 14:35:43,2026-02-24 13:28:10,2026-02-19 15:59:33,Duoduo Hạt gạo,501185483,C2C(Non-CB),43406485542,Mũ Bé Xuân Hè Mỏng Vịt Bé Mềm Viền Nhanh Khô Chống Nắng Mũ Bé Trai Bé Gái Mũ Bóng Chày (Cho 6-24 tháng),290544261804,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Mũ & mũ lưỡi trai,74100,1,XTRA Comm,,74100,,0.00%,0,2.50%,1852.5,1852.5,0,1852.5,1852.5,,0,0.00%,0,100.00%,1852.5,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
2602207WA8JHPQ,Hoàn thành,225272001229678,2026-02-20 14:33:21,2026-02-27 06:26:37,2026-02-20 11:40:19,SACE LADY Vietnam Store,716526001,Shopee Mall(Non-CB),27676815645,Bút Kẻ Mắt SACE LADY Dạng Lỏng Lâu Trôi Không Thấm Nước Nhanh khô Trang Diểm Mắt 0.7g,188230728385,Normal Product,,Sắc Đẹp,Trang điểm,Trang điểm mắt,73941,1,XTRA Comm,,66546,,4.50%,2994.57,5.00%,3327.3,6321.87,2994.57,3327.3,6321.87,,0,0.00%,0,100.00%,6321.87,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYGiayBetXinh0801,,,,Others
2602207W8048MA,Hoàn thành,225271925252559,2026-02-20 14:32:06,2026-03-01 14:06:15,2026-02-18 09:38:31,Dảnh Trend - Giày Dép Phụ Kiện,1496056642,Preferred(Non-CB),28279401836,"Dép Nữ Xixitiao Mềm Nhẹ Giá Rẻ, Dép Đi Trong Nhà Đúc Nguyên Khối, Chống Trơn Trượt - Dảnh Trend",167029533690,Normal Product,,Giày Dép Nữ,Xăng-đan và dép,Dép đi trong nhà,39900,2,XTRA Comm,,71820,,4.50%,3231.9,2.00%,1436.4,4668.3,3231.9,1436.4,4668.3,,0,0.00%,0,100.00%,4668.3,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207W5QNV14,Đã hủy,225271849289480,2026-02-20 14:30:50,--,2026-02-17 18:31:08,Bioline Official Store,442923981,Shopee Mall(Non-CB),7288888380,Dép đế trấu 2 quai chéo Birken thời trang công sở BIOLINE thấm hút mồ hôi chân - PU03,92023352714,Normal Product,,Giày Dép Nam,Xăng-đan & Dép,Dép xỏ ngón,186000,0,XTRA Comm,,0,167400,4.50%,0,4.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207W39CXG1,Hoàn thành,225271767202933,2026-02-20 14:29:27,2026-02-27 18:02:39,2026-02-20 12:58:50,MINA STORE 33,1413241275,C2C(Non-CB),27069888577,"Máy Thải Chì, Máy Hút Chì B627 Màu Vàng Và Viên Thải Chì Haosani",177056941813,Normal Product,407696793223219_0_0,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng nhỏ,Khác,465000,1,XTRA Comm,,460000,,4.50%,20700,2.00%,9200,29900,20700,9200,29900,,0,0.00%,0,100.00%,29900,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Others
2602207W39CXG1,Hoàn thành,225271767202933,2026-02-20 14:29:27,2026-02-27 18:02:39,2026-02-20 12:58:50,MINA STORE 33,1413241275,C2C(Non-CB),54403521448,Lá Thư Cảm Ơn Tới Khách Hàng Đã Tin Tưởng Và Ủng Hộ !,405338566938,Normal Product,407696793223219_0_0,Nhà cửa & Đời sống,Trang trí tiệc tùng,Thiệp,0,1,Shopee Comm,,0,,4.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Others
2602207W255KSV,Hoàn thành,225271729216740,2026-02-20 14:28:49,2026-03-01 17:59:36,2026-02-19 13:38:35,CAMERA GIA DINH 88,2118020,Preferred(Non-CB),15520808104,"Camera Wifi Trong Nhà XOAY 360 WIFI IMOU RangeR A52P 3K, A22 A32 2M 4M (1080P) A42P (2K) Độ nét cao",89798040178,Normal Product,,Cameras & Flycam,Camera giám sát,Camera giám sát kết nối internet,699000,2,Shopee Comm,,1202280,,4.50%,50000,0.00%,0,50000,50000,0,50000,,0,0.00%,0,100.00%,50000,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207W1WJTJA,Hoàn thành,225271721267013,2026-02-20 14:28:41,2026-03-02 20:04:32,2026-02-20 09:03:44,SUPERMOM - Chăm con cùng mẹ,415581500,C2C(Non-CB),15995930849,[TẾT 2026] Thạch Trái Cây Orihiro Nhật Bản 240g Giúp Bổ Sung Vitamin Cho Bé Từ 12 Tháng,193619308418,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,"Pudding, thạch & kẹo dẻo",65000,1,XTRA Comm,,58500,,4.50%,2632.5,3.00%,1755,4387.5,5265,3510,8775,,0,0.00%,0,100.00%,8775,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207W1WJTJA,Hoàn thành,225271721267013,2026-02-20 14:28:41,2026-03-02 20:04:32,2026-02-20 09:03:44,SUPERMOM - Chăm con cùng mẹ,415581500,C2C(Non-CB),15995930849,[TẾT 2026] Thạch Trái Cây Orihiro Nhật Bản 240g Giúp Bổ Sung Vitamin Cho Bé Từ 12 Tháng,226220067557,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,"Pudding, thạch & kẹo dẻo",65000,1,XTRA Comm,,58500,,4.50%,2632.5,3.00%,1755,4387.5,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207VJKBHNJ,Đã hủy,225271207223748,2026-02-20 14:20:07,--,2026-02-20 14:19:33,Ngân Túi 2,1102956704,Preferred(Non-CB),41426182302,"1314-L5A# Giày mũi nhọn đính đá ( form EU, đặt lùi 1 sz )",340083905484,Normal Product,,Giày Dép Nữ,Giày cao gót,,450000,0,XTRA Comm,,0,387000,10.00%,0,9.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAP0725,DXYGiayBetXinh0801,,,,Others
2602207VEYY0TQ,Hoàn thành,225271086223867,2026-02-20 14:18:07,2026-02-23 15:25:54,2026-02-20 11:45:28,EMOON.House,543229869,Shopee Mall(Non-CB),19684268672,"Bình tập uống nước cho bé Emoon 250ml, ống hút silicon mềm có van chống sặc, chất liệu an toàn cho bé, có ống thay thế",29426623324,Normal Product,367714577760903_0_0,Mẹ & Bé,Đồ dùng ăn dặm cho bé,Đồ dùng cho bé,69000,1,XTRA Comm,,69000,,4.50%,3105,4.00%,2760,5865,3105,2760,5865,,0,0.00%,0,100.00%,5865,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,SetDinhHoa2701,,,,Others
2602207VEYY0TQ,Hoàn thành,225271086223867,2026-02-20 14:18:07,2026-02-23 15:25:54,2026-02-20 11:45:28,EMOON.House,543229869,Shopee Mall(Non-CB),28807697791,"Dụng cụ cọ rửa bình sữa cho bé, cốc chén đầu mút xốp đa năng",290407631948,Normal Product,367714577760903_0_0,Mẹ & Bé,Đồ dùng ăn dặm cho bé,Bình sữa,0,1,XTRA Comm,,0,,4.50%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,SetDinhHoa2701,,,,Others
2602207VCEXJWC,Hoàn thành,225271001274660,2026-02-20 14:16:41,2026-02-27 21:20:08,2026-02-20 14:15:19,COCKSTOCK,179115994,Preferred(Non-CB),26270390059,Khuyên tai hoa đá cánh nhọn Mini Acuate Flower Earring COCKSTOCK,129172217227,Normal Product,,Phụ Kiện Thời Trang,Bông tai,,130000,1,XTRA Comm,,107200,,10.00%,10720,5.00%,5360,16080,10720,5360,16080,,0,0.00%,0,100.00%,16080,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Others
2602207VC3FMWM,Hoàn thành,225270989255632,2026-02-20 14:16:29,2026-02-26 09:09:51,2026-02-20 11:32:07,Đồ chơi nhà sâu,1368096760,Preferred(Non-CB),57302015397,"Khối bận rộn montessori 10 mặt chủ đề vũ trụ, hộp đa năng 10 trò chơi phát triển giác quan và tư duy cho bé từ 6 tháng",425195933844,Normal Product,,Mẹ & Bé,Đồ chơi,Đồ chơi giáo dục,114000,1,XTRA Comm,,102600,,4.50%,4617,4.50%,4617,9234,4617,4617,9234,,0,0.00%,0,100.00%,9234,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Facebook
2602207VBR0G06,Hoàn thành,225270977224126,2026-02-20 14:16:17,2026-02-25 08:32:57,2026-02-20 13:02:05,Luxy Shoes 97,879792907,C2C(Non-CB),41568043527,Giày Lolita Nữ Đế Cao 5cm Phối Ren 3 Màu Tươi Sáng LuxyShoes LX203,281485521747,Normal Product,,Giày Dép Nữ,Giày đế bằng,Giày sục & Giày búp bê,148000,1,Shopee Comm,,133000,,4.50%,5985,0.00%,0,5985,5985,0,5985,,0,0.00%,0,100.00%,5985,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207VA2MTU3,Hoàn thành,225270921263356,2026-02-20 14:15:21,2026-02-23 19:58:00,2026-02-20 12:33:18,Babycoccole Vietnam,317423456,Shopee Mall(Non-CB),4962396644,Bút Chấm Muỗi Đốt Babycoccole 0M+ lăn bôi vết muỗi đốt & côn trùng cắn cho bé và cả gia đình 10ml,305402963998,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Chống muỗi & xua đuổi côn trùng,269000,1,XTRA Comm,,116800,,4.50%,5256,2.00%,2336,7592,5256,2336,7592,,0,0.00%,0,100.00%,7592,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Others
2602207V4WKNVP,Hoàn thành,225270748212000,2026-02-20 14:12:28,2026-03-02 10:18:56,2026-02-20 14:09:46,Nàng tiên nhỏ🍒,253082934,C2C(CB),27244121797,Ốp Điện Thoại Mạ Bướm Cát Lấp Lánh Cho iPhone 17 Pro Max 17 Air 16 Plus 15 14 13 12 11 Vỏ Bảo Vệ Chống Sốc,415492296044,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Vỏ bao, Ốp lưng & Miếng dán",139000,1,XTRA Comm,,121064,,4.50%,5447.88,5.00%,6053.2,11501.08,15026.22,16695.8,31722.02,,0,0.00%,0,100.00%,31722.02,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,DXYTuiXo0402,,,,Facebook
2602207V4WKNVP,Hoàn thành,225270748212000,2026-02-20 14:12:28,2026-03-02 10:18:56,2026-02-20 14:09:46,Nàng tiên nhỏ🍒,253082934,C2C(CB),46253861748,Ốp điện thoại silicon lỏng gợn sóng màu cam chất lượng cao cho iPhone 17 Pro Max 16 15 14 13 Pro Max Plus có thể sạc lại,390365358619,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Vỏ bao, Ốp lưng & Miếng dán",244473,1,XTRA Comm,,212852,,4.50%,9578.34,5.00%,10642.6,20220.94,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,DXYTuiXo0402,,,,Facebook
2602207V2XNKJS,Hoàn thành,225270682210217,2026-02-20 14:11:22,2026-02-28 19:46:10,2026-02-18 15:30:43,Berma Baby,1262974678,Preferred(Non-CB),27560287047,【Berma Baby】 Đai tập đi cao cấp an toàn cho bé，Đai Tập Đi Cho Bé Có Đệm Êm，Giúp Bé Tập Đi Vững Chắc,128036931466,Normal Product,,Mẹ & Bé,Đồ dùng phòng ngủ cho bé,Xe tập đi,56227,1,XTRA Comm,,56227,,4.50%,2530.215,1.00%,562.27,3092.485,2530.215,562.27,3092.485,,0,0.00%,0,100.00%,3092.485,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
