ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
2602208HVVRVEY,Hoàn thành,225294101218890,2026-02-20 20:41:41,2026-02-26 18:32:06,2026-02-20 20:33:02,Kho sỉ mẹ và bé Hạnh Vân,799883482,Preferred(Non-CB),26084017532,"Set 2 băng đô che thóp cho bé sơ sinh Boona chất liệu Bamboo silk co giãn 4 chiều, mềm mại",29910475249,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Phụ kiện tóc,49900,1,XTRA Comm,,45900,,0.00%,0,1.00%,459,459,0,459,459,,0,0.00%,0,100.00%,459,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602208HVTWCP7,Đã hủy,225294099262494,2026-02-20 20:41:39,--,2026-02-18 14:52:05,Lyc Fashion,50591810,Preferred(Non-CB),29722336670,"Đầm Lụa Cổ Yếm Form Dài Không Dây Kéo, Không Mút, Một Lớp Nữ Dress Women - LYC",252384666262,Normal Product,,Thời Trang Nữ,Đầm,,425000,0,XTRA Comm,,0,365500,4.50%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
2602208HNH7DEM,Hoàn thành,225293854221535,2026-02-20 20:37:34,2026-02-24 06:42:38,2026-02-19 20:00:17,Unilever - Chăm Sóc Cá Nhân,111138057,Shopee Mall(Non-CB),26436745706,"Sữa tắm Lifebuoy Thiên nhiên Detox Và Chăm Sóc Chuyên Sâu 270g Nhỏ Gọn, Tiện Dụng",227829333000,Normal Product,,Sắc Đẹp,Tắm & chăm sóc cơ thể,Xà phòng & sữa tắm,66999,1,Ưu đãi do người bán mời,,66999,,4.50%,3014.955,4.50%,3014.955,6029.91,3014.955,3014.955,6029.91,,0,0.00%,0,100.00%,6029.91,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602208HK9PBH1,Hoàn thành,225293779226275,2026-02-20 20:36:19,2026-02-28 11:23:56,2026-02-20 15:25:43,Kem Body Mềm Store,70493770,Shopee Mall(Non-CB),1899109256,"Serum Trắng Da Herbal Essence A Cosmetics 30ml Dưỡng Ẩm, Mờ Thâm, Căng Bóng, Ngừa Lão Hóa",32116310641,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Tinh chất dưỡng,249000,1,Shopee Comm,,249000,,4.50%,11205,0.00%,0,11205,11205,0,11205,,0,0.00%,0,100.00%,11205,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,ReelsSetVayTang2812,,,,Facebook
2602208HJNNT7E,Đã hủy,225293758239034,2026-02-20 20:35:58,--,2026-02-19 21:57:18,Made by Hằng,22996272,C2C(Non-CB),25585217199,"(HÀNG CAO CẤP, 2 LỚP MAY LỘN) Body Ren nhật bèo MBH cho bé gái từ 3-11kg",233141837617,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,177750,0,XTRA Comm,,0,177750,0.00%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602208HHATGN4,Đã hủy,225293714297976,2026-02-20 20:35:34,--,2026-02-17 23:23:37,Amymei - Thời trang trẻ em,802159101,C2C(Non-CB),40322881037,"Đầm 2 dây bé gái Kitty Amymei, đầm thun cotton nhật thoáng mát. Cho bé 14-50kg DAMDAY_KT2",261859062958,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Váy,142500,0,XTRA Comm,,0,119700,0.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Others
2602208HHATGN4,Đã hủy,225293714297976,2026-02-20 20:35:34,--,2026-02-17 23:23:37,Amymei - Thời trang trẻ em,802159101,C2C(Non-CB),44224060541,"Đầm 2 dây bé gái Capybary Amymei, đầm thun cotton nhật thoáng mát. Cho bé 14-50kg DAMDAY_CAPY1",306953925073,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Váy,142500,0,XTRA Comm,,0,119700,0.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Others
2602208HHATGN4,Đã hủy,225293714297976,2026-02-20 20:35:34,--,2026-02-17 23:23:37,Amymei - Thời trang trẻ em,802159101,C2C(Non-CB),28640058624,"Đầm sát nách bé gái Kitty Amymei, đầm thun cotton nhật thoáng mát. Cho bé 14-50kg DAMSN_KTTIM",301126457989,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Váy,170000,0,XTRA Comm,,0,142800,0.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Others
2602208HFS58N8,Hoàn thành,225293661221640,2026-02-20 20:34:21,2026-02-25 08:17:20,2026-02-19 19:35:55,Shell Family,1586745209,Preferred(Non-CB),43728576846,Ốp lưng điện thoại từ tính dạng jelly 16 15 14 13 12 11 Pro Max 17 8Plus Chống Rơi Dây Đeo Silicon Mềm Cho XPVNGDCX11,350524828264,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Vỏ bao, Ốp lưng & Miếng dán",50000,1,Shopee Comm,,50000,,4.50%,2250,0.00%,0,2250,2250,0,2250,,0,0.00%,0,100.00%,2250,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602208HFQ8EA1,Hoàn thành,225293659221231,2026-02-20 20:34:20,2026-03-01 16:03:00,2026-02-20 07:17:37,Nous Viet Nam Official Store,521984042,Shopee Mall(Non-CB),24273622439,"Nous Baby Bộ liền cộc, bodysuit, bodychip bé trai bé gái màu sắc nhẹ bền cho bé dưới 10.5kg  BST T4",167114947351,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,185000,1,Ưu đãi do người bán mời,,172800,,0.00%,0,8.00%,13824,13824,0,13824,13824,,0,0.00%,0,100.00%,13824,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602208H5YF501,Hoàn thành,225293333297587,2026-02-20 20:29:13,2026-02-24 15:07:35,2026-02-20 15:55:50,Arganmidas Việt Nam,1305759786,Shopee Mall(Non-CB),28129174190,"Phấn tóc kiềm dầu tạo phồng chân tóc Arganmidas, hỗ trợ kiểm soát dầu thừa, giúp tóc bồng bềnh lâu bết",243535943034,Normal Product,,Sắc Đẹp,Chăm sóc tóc,Sản phẩm tạo kiểu tóc,103000,1,XTRA Comm,,84600,,4.50%,3807,3.50%,2961,6768,3807,2961,6768,,0,0.00%,0,100.00%,6768,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,ReelsSetVayTang2812,,,,Facebook
2602208H3CDKBN,Hoàn thành,225293245205634,2026-02-20 20:27:25,2026-02-27 14:29:25,2026-02-19 00:22:09,Bibo Mart Care,1361054219,Shopee Mall(Non-CB),43252028390,Đồ chơi xúc xắc lục lạc cầm tay cho bé có chuông lắc thiết kế bo tròn an toàn cho trẻ- Nimo,305241706210,Normal Product,,Mẹ & Bé,Đồ chơi,Đồ chơi cho trẻ sơ sinh & trẻ nhỏ,19000,2,XTRA Comm,,38000,,4.50%,1710,1.00%,380,2090,1710,380,2090,,0,0.00%,0,100.00%,2090,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
2602208GJET49D,Hoàn thành,225292678299573,2026-02-20 20:18:18,2026-02-28 15:34:32,2026-02-20 15:02:07,Lumi Baby 1,957578261,Preferred(Non-CB),27167640232,"Ủ Choàng, khăn tắm, Chăn ủ Muslin 4 lớp Thoáng mát mền mịn có mũ In họa tiết động vật đáng yêu cho bé sơ sinh 70*70cm",410158186823,Normal Product,,Mẹ & Bé,Đồ dùng phòng ngủ cho bé,Nệm và chăn ga,172900,1,XTRA Comm,,172900,,4.50%,7780.5,1.50%,2593.5,10374,7780.5,2593.5,10374,,0,0.00%,0,100.00%,10374,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602208GJER71S,Hoàn thành,225292677229014,2026-02-20 20:17:58,2026-02-23 20:41:09,2026-02-20 20:09:51,TrangSức Kami,61946784,Preferred(Non-CB),26872636227,Vòng tay trơn bản nhỏ 4mm khoá cài mạ vàng Kami trang sức sỉ,247405143823,Normal Product,,Phụ Kiện Thời Trang,Vòng tay & Lắc tay,,79000,1,XTRA Comm,,79000,,4.50%,3555,3.50%,2765,6320,3555,2765,6320,,0,0.00%,0,100.00%,6320,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Others
2602208GE1KHAR,Hoàn thành,225292529223409,2026-02-20 20:15:30,2026-02-26 12:23:32,2026-02-20 12:00:33,GIẤY POSY XÀI MÊ LI,1202044690,Shopee Mall(Non-CB),24818273541,"COMBO GIA ĐÌNH - 2 bịch Giấy vệ sinh Posy 10 cuộn 3 lớp không lõi - có lõi mềm mịn, dễ tan trong nước",400331070843,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Giấy vệ sinh,131000,1,XTRA Comm,,118000,,4.50%,5310,3.40%,4012,9322,5310,4012,9322,,0,0.00%,0,100.00%,9322,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602208G8EBC42,Hoàn thành,225292341263430,2026-02-20 20:12:21,2026-02-25 10:45:15,2026-02-20 17:43:36,SINH PHU,41395119,Preferred(Non-CB),22831680428,[Được Chọn Mẫu] (Chuyên sỉ) Đồng Hồ Đập Tay SIPU Trẻ Em Bé Trai Bé Gái,165706806600,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Đồng hồ,36000,1,Shopee Comm,,36000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,DXYTuiXo0402,,,,Facebook
2602208G8EBC42,Hoàn thành,225292341263430,2026-02-20 20:12:21,2026-02-25 10:45:15,2026-02-20 17:43:36,SINH PHU,41395119,Preferred(Non-CB),22831680428,[Được Chọn Mẫu] (Chuyên sỉ) Đồng Hồ Đập Tay SIPU Trẻ Em Bé Trai Bé Gái,165706806609,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Đồng hồ,36000,1,Shopee Comm,,36000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,DXYTuiXo0402,,,,Facebook
2602208FSS354U,Đã hủy,225291849218990,2026-02-20 20:04:10,--,2026-02-19 14:44:06,Huggies Official Store,35284879,Shopee Mall(Non-CB),19052051034,Combo 2 Tã Dán Huggies Platinum Nature Made Size NB60,192617106189,Normal Product,,Mẹ & Bé,Tã & bô em bé,Tã dùng một lần,387000,0,Shopee Comm,,0,308545,4.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602208FPUPJ3H,Hoàn thành,225291751286076,2026-02-20 20:02:32,2026-02-27 21:02:45,2026-02-19 21:00:13,Heo Đất Lucky,1346299518,Preferred(Non-CB),43461636637,"[LỖ TRÒN] Ống tiết kiệm CỪU LÁ siêu Cute,Tiết kiệm,Quà Tặng,Trang Trí,HEO ĐẤT LUCKY 79",179038488464,Normal Product,,Sở thích & Sưu tầm,Quà Lưu Niệm,Ống tiết kiệm,75000,1,Shopee Comm,,67500,,4.50%,3037.5,0.00%,0,3037.5,3037.5,0,3037.5,,0,0.00%,0,100.00%,3037.5,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602208FA6AUDS,Hoàn thành,225291326226471,2026-02-20 19:55:26,2026-03-05 11:59:46,2026-02-18 19:17:59,Stylemitekorea.vn,1134946663,Preferred(CB),24766589443,[A'PIEU COLLECTION] Bộ Sưu Tập Môi Mật Ong & Sữa Honey & Milk - Lip Balm / Lip Scrub / Lip Oil,137936413207,Normal Product,410396343742824_0_0,Sắc Đẹp,Chăm sóc da mặt,Sản phẩm dưỡng môi,98892,1,XTRA Comm,,93947,,4.50%,4227.615,1.00%,939.47,5167.085,4227.615,939.47,5167.085,,0,0.00%,0,100.00%,5167.085,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602208FA6AUDS,Hoàn thành,225291326226471,2026-02-20 19:55:26,2026-03-05 11:59:46,2026-02-18 19:17:59,Stylemitekorea.vn,1134946663,Preferred(CB),25953177431,[Stylemite & Quà tặng miễn phí Free gift ],245085332008,Normal Product,410396343742824_0_0,Sắc Đẹp,Chăm sóc da mặt,Tinh chất dưỡng,0,1,Shopee Comm,,0,,4.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602208F96WAPV,Hoàn thành,225291293272934,2026-02-20 19:54:53,2026-02-26 21:18:29,2026-02-19 10:29:21,Babyviva & Hobbytree,1321850522,Shopee Mall(Non-CB),28911166637,Tủ đầu giường 2 mặt di động đựng đồ cho mẹ và bé Babyviva mẫu GLANCE (có đèn),207804253828,Normal Product,,Mẹ & Bé,Đồ dùng phòng ngủ cho bé,Kệ & Tủ,1520000,1,Shopee Comm,,1289700,,4.50%,50000,0.00%,0,50000,50000,0,50000,,0,0.00%,0,100.00%,50000,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602208EVJH8UC,Hoàn thành,225290869250481,2026-02-20 19:47:50,2026-03-01 14:25:50,2026-02-20 19:36:26,Pony House - Thế Giới Mẹ & Bé,34970992,Preferred(Non-CB),23177261031,Set 3 Đôi Tất Lưới Tông Màu Hàn Quốc Mềm Mại Thoáng Khí Cho Bé Từ Sơ Sinh,231946636032,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Tất,69000,1,Shopee Comm,,69000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602208EVJH8UC,Hoàn thành,225290869250481,2026-02-20 19:47:50,2026-03-01 14:25:50,2026-02-20 19:36:26,Pony House - Thế Giới Mẹ & Bé,34970992,Preferred(Non-CB),11497982163,Set Mũ Turban Kèm Tất Len Hình Thú Chicbaby cho bé Sơ Sinh Đến 6 Tháng,59075319557,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Mũ & mũ lưỡi trai,79000,1,Shopee Comm,,79000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602208EVJH8UC,Hoàn thành,225290869250481,2026-02-20 19:47:50,2026-03-01 14:25:50,2026-02-20 19:36:26,Pony House - Thế Giới Mẹ & Bé,34970992,Preferred(Non-CB),20937181916,Tất Lưới Cổ Cao Hình Mickey Màu Pastel Hàn Quốc Mềm Mại Co Giãn Thoáng Khí Cho Bé Sơ Sinh,167764364829,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Tất,14000,1,Shopee Comm,,14000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602208EQ32RN5,Hoàn thành,225290685280052,2026-02-20 19:44:45,2026-03-04 16:32:48,2026-02-20 14:33:34,babyclothes.vn,489594182,Shopee Mall(CB),27117321990,Disney Vịt Donald Quần Áo Sơ Sinh Thời Trang Áo liền quần Bé Trai Tay Ngắn Cotton Hoạt Hình Romper Bộ,233975793081,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,205199,1,XTRA Comm,,188783,,0.00%,0,4.00%,7551.32,7551.32,0,7551.32,7551.32,,0,0.00%,0,100.00%,7551.32,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Facebook
2602208EK2AYF1,Đã hủy,225290550285935,2026-02-20 19:42:31,--,2026-02-18 20:12:37,kho sỉ đồ bộ tphcm,786928,Preferred(Non-CB),24171912935,"80kg-L05-Bộ lửng mặc nhà, vải lụa 100D, KHÔNG TÚI QUẦN",158572037226,Normal Product,,Thời Trang Nữ,Bộ,Đồ lẻ,65000,0,Shopee Comm,,0,65000,4.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Others
2602208ECR43X1,Hoàn thành,225290338248479,2026-02-20 19:39:02,2026-02-26 17:24:25,2026-02-20 15:45:51,điện máy tiến lực 2,1081601679,Preferred(Non-CB),26301430987,"Đầu Chuyển Từ Bulong Sang Khoan 10,13mm đa năng TIỆN DỤNG",198436179330,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Dụng cụ,59000,1,XTRA Comm,,47200,,4.50%,2124,2.50%,1180,3304,4104,2280,6384,,0,0.00%,0,100.00%,6384,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,SetDinhHoa2701,,,,Others
2602208ECR43X1,Hoàn thành,225290338248479,2026-02-20 19:39:02,2026-02-26 17:24:25,2026-02-20 15:45:51,điện máy tiến lực 2,1081601679,Preferred(Non-CB),26301430987,"Đầu Chuyển Từ Bulong Sang Khoan 10,13mm đa năng TIỆN DỤNG",198436179332,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Dụng cụ,55000,1,XTRA Comm,,44000,,4.50%,1980,2.50%,1100,3080,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,SetDinhHoa2701,,,,Others
2602208E28CP98,Đã hủy,225289986201168,2026-02-20 19:33:07,--,2026-02-18 00:54:13,KAW BLUE HOME,1582343170,Shopee Mall(Non-CB),40963772604,"Vòi Nước Làm Nóng Lạnh Nước Cao Cấp KAW, Gắn Tường, Chậu, Làm Nóng Nước Nhanh Có Cảm Biến Chống Giật",198664321721,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng lớn,Máy nước nóng,653000,0,XTRA Comm,,0,553480,4.50%,0,1.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Others
2602208DYA16DF,Hoàn thành,225289887260625,2026-02-20 19:31:27,2026-03-03 17:26:59,2026-02-20 17:37:28,NHÀ SÁCH MEGABOOK,74419831,Shopee Mall(Non-CB),29053397580,Sách tô màu Tớ có nuôi một chú mèo Cam,178269124177,Normal Product,,Sách & Tạp Chí,Sách,Sách Hình Dán & Tô Màu,53312,1,XTRA Comm,,53312,,4.50%,2399.04,3.50%,1865.92,4264.96,2399.04,1865.92,4264.96,,0,0.00%,0,100.00%,4264.96,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602208DYA16DE,Hoàn thành,225289887260624,2026-02-20 19:31:27,2026-03-01 21:27:17,2026-02-20 17:37:28,Geekids ,767405455,Preferred(Non-CB),20613047514,"Set 3 quần chip cho bé gái Gee, quần lót đùi bé gái 10-65kg, vải sợi tre, sợi sồi mềm mịn, thấm hút,co giãn, kháng khuẩn",195453467107,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Đồ lót,155000,1,Ưu đãi do người bán mời,,133300,,0.00%,0,5.00%,6665,6665,0,13330,13330,,0,0.00%,0,100.00%,13330,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602208DYA16DE,Hoàn thành,225289887260624,2026-02-20 19:31:27,2026-03-01 21:27:17,2026-02-20 17:37:28,Geekids ,767405455,Preferred(Non-CB),20613047514,"Set 3 quần chip cho bé gái Gee, quần lót đùi bé gái 10-65kg, vải sợi tre, sợi sồi mềm mịn, thấm hút,co giãn, kháng khuẩn",195453467156,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Đồ lót,155000,1,Ưu đãi do người bán mời,,133300,,0.00%,0,5.00%,6665,6665,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602208DW0HT48,Hoàn thành,225289810210526,2026-02-20 19:30:10,2026-02-25 09:50:53,2026-02-17 22:44:54,QuynhChi Kids,454039750,Preferred(Non-CB),24691972919,BC14. (Form nhỏ) Bộ sơ sinh cộc tay Unchi vải petit bamboo vân nổi mềm mát cho bé sơ sinh từ 3-9kg,79524822524,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ quần áo,86900,1,XTRA Comm,,70730,,0.00%,0,5.00%,3536.5,3536.5,0,7276.45,7276.45,,0,0.00%,0,100.00%,7276.45,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Others
2602208DW0HT48,Hoàn thành,225289810210526,2026-02-20 19:30:10,2026-02-25 09:50:53,2026-02-17 22:44:54,QuynhChi Kids,454039750,Preferred(Non-CB),25672363862,BC4. Bộ sơ sinh cộc tay MZ chất pettit thông hơi mềm mát thoáng khí cho trẻ sơ sinh từ 0-9 tháng,232656381788,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ quần áo,91900,1,XTRA Comm,,74799,,0.00%,0,5.00%,3739.95,3739.95,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Others
2602208DW0HT48,Hoàn thành,225289810210526,2026-02-20 19:30:10,2026-02-25 09:50:53,2026-02-17 22:44:54,QuynhChi Kids,454039750,Preferred(Non-CB),44367345545,BD3. (Form nhỏ) Bộ Sơ Sinh Dài Tay Unchi Họa Tiêt Vải Petit Vân Nổi Mềm Mỏng Thoáng Mát Cho Bé Sơ Sinh Từ 3-8kg,271429356950,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ quần áo,89900,1,Shopee Comm,,73171,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Others
2602208DUKR7YR,Hoàn thành,225289763239579,2026-02-20 19:29:23,2026-02-28 15:59:52,2026-02-20 19:25:22,Bánh ram Quyền Tịnh Hà Tĩnh,407932595,C2C(Non-CB),29913906852,Lá Ram Hà Tĩnh loại Hảo Hạng phơi sương đặc biệt Hút Chân Không 500g,129103394191,Normal Product,,Thực phẩm và đồ uống,Nhu yếu phẩm,Khác,33900,2,Shopee Comm,,67800,,4.50%,3051,0.00%,0,3051,3051,0,3051,,0,0.00%,0,100.00%,3051,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYGiayBetXinh0801,,,,Others
2602208DGGY6NA,Hoàn thành,225289391221379,2026-02-20 19:23:11,2026-02-26 19:46:06,2026-02-20 15:32:31,Tago Furniture Nội Thất Decor,512674016,Preferred(Non-CB),25125859165,"Bàn làm việc bàn gaming thiết kế hiện đại decor trang trí nhà, chân trụ tròn phong cách đơn giản mới mẻ",226658132784,Normal Product,,Nhà cửa & Đời sống,Nội thất,Bàn,374000,1,Shopee Comm,,285100,,4.50%,12829.5,0.00%,0,12829.5,12829.5,0,12829.5,,0,0.00%,0,100.00%,12829.5,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,DXYTuiXinh2101,,,,Facebook
2602208D817DEB,Hoàn thành,225289106272795,2026-02-20 19:18:26,2026-03-02 09:30:49,2026-02-20 19:15:22,Sỉ lẻ quần áo thời trang AK,72015462,Preferred(Non-CB),42070606098,Áo thun nữ phối túi dài tay vạt bầu xẻ trụ nút chất xược kiểu phom lửng dễ phối đồ hàng mới về 2025,281682994736,Normal Product,,Thời Trang Nữ,Áo,Áo thun,58000,1,XTRA Comm,,53000,,10.00%,5300,7.00%,3710,9010,5300,3710,9010,,0,0.00%,0,100.00%,9010,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,SHPAAR26,DXYTuiXo0402,,,,Others
